年月,隧道和大桥类别,行驶方向,日期,星期,时段,时刻,私家车的士电单车,单层巴士小巴5.5公吨及以下货车,双层巴士及5.5公吨以上货车,车流量
201806,EHC,SB,2018/6/29,5,9 AM,09,2071,737,294,3102
201806,WHC,NB,2018/6/15,5,6 PM,18,3038,622,273,3933
201806,WHC,SB,2018/6/21,4,8 AM,08,2772,631,494,3897
201806,LRT,NB,2018/6/1,5,6 PM,18,2332,330,261,2923
201806,LRT,SB,2018/6/15,5,7 AM,07,2396,333,369,3098
201806,ABT,NB,2018/6/1,5,7 AM,07,1487,309,329,2125
201806,ABT,SB,2018/6/1,5,7 AM,07,1662,321,320,2303
201806,SMT,EB,2018/6/1,5,8 AM,08,1431,413,301,2145
201806,SMT,WB,2018/6/19,2,8 AM,08,1501,422,285,2208
201806,TKOT,EB,2018/6/27,3,6 PM,18,2695,491,229,3415
201806,TKOT,WB,2018/6/12,2,7 AM,07,2527,460,196,3183
201806,TCT,NB,2018/6/20,3,6 PM,18,2185,364,268,2817
201806,TCT,SB,2018/6/15,5,7 AM,07,2403,286,275,2964
201806,KTT,EB,2018/6/28,4,9 AM,09,,,,1808
201806,KTT,WB,2018/6/16,6,9 AM,09,,,,2387
201806,TLT,NB,2018/6/22,5,6 PM,18,1839,510,630,2979
201806,TLT,SB,2018/6/1,5,8 AM,08,2178,713,1000,3891
201806,LTL,EB,2018/6/15,5,5 PM,17,2925,686,459,4070
201806,LTL,WB,2018/6/21,4,7 AM,07,2873,735,477,4085
201806,TSCA,NB,2018/6/19,2,6 PM,18,2818,503,251,3572
201806,TSCA,SB,2018/6/25,1,8 AM,08,3140,510,405,4055
201807,ABT,NB,2018/7/28,6,10 AM,10,1315,318,322,1955
201807,ABT,SB,2018/7/25,3,10 AM,10,1291,370,364,2025
201807,SMT,EB,2018/7/5,4,8 AM,08,1418,419,286,2123
201807,SMT,WB,2018/7/4,3,8 AM,08,1449,431,312,2192
201807,TKOT,EB,2018/7/6,5,8 AM,08,2743,400,377,3520
201807,TKOT,WB,2018/7/30,1,8 AM,08,2380,503,257,3140
201807,TCT,NB,2018/7/11,3,6 PM,18,2149,370,276,2795
201807,TCT,SB,2018/7/3,2,7 AM,07,2364,271,288,2923
201807,KTT,EB,2018/7/6,5,4 PM,16,,,,1822
201807,KTT,WB,2018/7/7,6,9 AM,09,,,,2419
201807,TLT,NB,2018/7/19,4,6 PM,18,1821,542,542,2905
201807,TLT,SB,2018/7/13,5,8 AM,08,2245,682,957,3884
201807,LTL,EB,2018/7/6,5,6 PM,18,2979,559,438,3976
201807,LTL,WB,2018/7/23,1,7 AM,07,3075,535,446,4056
201807,TSCA,NB,2018/7/4,3,6 PM,18,2509,425,320,3254
201807,TSCA,SB,2018/7/18,3,8 AM,08,2930,469,405,3804
201807,CHT,NB,2018/7/12,4,1 PM,13,1949,942,391,3282
201807,CHT,SB,2018/7/12,4,1 PM,13,1498,1255,339,3092
201807,EHC,NB,2018/7/30,1,6 PM,18,2493,384,181,3058
201807,EHC,SB,2018/7/27,5,9 AM,09,2154,689,260,3103
201807,WHC,NB,2018/7/6,5,6 PM,18,2913,640,236,3789
201807,WHC,SB,2018/7/20,5,9 AM,09,2622,871,391,3884
201807,LRT,NB,2018/7/17,2,6 PM,18,2372,338,250,2960
201807,LRT,SB,2018/7/10,2,7 AM,07,2087,643,351,3081
201808,LRT,SB,2018/8/17,5,6 PM,18,2529,333,205,3067
201808,ABT,NB,2018/8/25,6,10 AM,10,1440,371,315,2126
201808,ABT,SB,2018/8/31,5,7 AM,07,1510,318,324,2152
201808,SMT,EB,2018/8/24,5,8 AM,08,1442,487,266,2195
201808,SMT,WB,2018/8/23,4,8 AM,08,1470,413,257,2140
201808,TKOT,EB,2018/8/14,2,6 PM,18,2726,522,213,3461
201808,TKOT,WB,2018/8/4,6,5 PM,17,2597,419,280,3296
201808,TCT,NB,2018/8/31,5,5 PM,17,1909,589,342,2840
201808,TCT,SB,2018/8/7,2,8 AM,08,2066,416,393,2875
201808,KTT,EB,2018/8/27,1,9 AM,09,,,,1789
201808,KTT,WB,2018/8/18,6,9 AM,09,,,,2389
201808,TLT,NB,2018/8/22,3,7 PM,19,2127,521,545,3193
201808,TLT,SB,2018/8/15,3,8 AM,08,2331,761,1021,4113
201808,LTL,EB,2018/8/3,5,6 PM,18,2921,507,422,3850
201808,LTL,WB,2018/8/20,1,7 AM,07,2974,525,459,3958
201808,TSCA,NB,2018/8/20,1,6 PM,18,2690,426,285,3401
201808,TSCA,SB,2018/8/27,1,8 AM,08,3080,485,402,3967
201808,CHT,NB,2018/8/1,3,10 PM,22,2494,292,151,2937
201808,CHT,SB,2018/8/2,4,10 AM,10,1373,1078,372,2823
201808,EHC,NB,2018/8/24,5,6 PM,18,2426,440,192,3058
201808,EHC,SB,2018/8/22,3,10 AM,10,2101,736,274,3111
201808,WHC,NB,2018/8/24,5,6 PM,18,2962,617,248,3827
201808,WHC,SB,2018/8/23,4,8 AM,08,2834,631,470,3935
201808,LRT,NB,2018/8/24,5,6 PM,18,2270,469,230,2969
201809,CHT,NB,2018/9/12,3,4 PM,16,1623,1116,352,3091
201809,TSCA,SB,2018/9/7,5,8 AM,08,3192,586,440,4218
201809,EHC,NB,2018/9/7,5,6 PM,18,2492,419,175,3086
201809,EHC,SB,2018/9/26,3,10 AM,10,1975,799,316,3090
201809,WHC,NB,2018/9/14,5,6 PM,18,3085,651,271,4007
201809,WHC,SB,2018/9/14,5,8 AM,08,2866,604,485,3955
201809,LRT,NB,2018/9/11,2,6 PM,18,2307,391,256,2954
201809,LRT,SB,2018/9/14,5,7 AM,07,2324,442,306,3072
201809,ABT,NB,2018/9/10,1,7 AM,07,1616,321,317,2254
201809,ABT,SB,2018/9/10,1,7 AM,07,1632,470,355,2457
201809,SMT,EB,2018/9/24,1,5 PM,17,1749,334,189,2272
201809,SMT,WB,2018/9/24,1,4 PM,16,1540,469,237,2246
201809,TKOT,EB,2018/9/4,2,6 PM,18,2781,477,192,3450
201809,TKOT,WB,2018/9/12,3,7 AM,07,2504,493,203,3200
201809,TCT,NB,2018/9/24,1,4 PM,16,2160,418,230,2808
201809,TCT,SB,2018/9/7,5,7 AM,07,2479,296,257,3032
201809,KTT,EB,2018/9/6,4,9 AM,09,,,,1752
201809,KTT,WB,2018/9/1,6,8 AM,08,,,,2479
201809,TLT,NB,2018/9/24,1,6 PM,18,2674,520,451,3645
201809,TLT,SB,2018/9/14,5,8 AM,08,2243,734,977,3954
201809,LTL,EB,2018/9/14,5,6 PM,18,3051,548,439,4038
201809,LTL,WB,2018/9/12,3,8 AM,08,3025,566,463,4054
201809,TSCA,NB,2018/9/7,5,6 PM,18,2762,446,272,3480
201809,CHT,SB,2018/9/8,6,9 AM,09,1527,961,351,2839
201810,CHT,NB,2018/10/28,7,12 AM,00,2582,214,130,2926
201810,CHT,SB,2018/10/14,7,9 AM,09,2050,599,220,2869
201810,TSCA,SB,2018/10/11,4,8 AM,08,3172,547,469,4188
201810,TSCA,NB,2018/10/3,3,6 PM,18,2834,441,239,3514
201810,LTL,WB,2018/10/22,1,7 AM,07,3054,477,451,3982
201810,LTL,EB,2018/10/19,5,6 PM,18,3166,583,443,4192
201810,TLT,SB,2018/10/29,1,8 AM,08,2285,717,900,3902
201810,TLT,NB,2018/10/25,4,5 PM,17,1590,699,833,3122
201810,KTT,WB,2018/10/6,6,9 AM,09,,,,2475
201810,KTT,EB,2018/10/18,4,9 AM,09,,,,1816
201810,TCT,SB,2018/10/12,5,7 AM,07,2490,311,263,3064
201810,TCT,NB,2018/10/25,4,6 PM,18,2211,367,249,2827
201810,TKOT,WB,2018/10/25,4,7 AM,07,2634,455,175,3264
201810,TKOT,EB,2018/10/22,1,6 PM,18,2700,526,215,3441
201810,SMT,WB,2018/10/4,4,8 AM,08,1602,374,237,2213
201810,SMT,EB,2018/10/22,1,8 AM,08,1444,489,257,2190
201810,ABT,SB,2018/10/4,4,7 AM,07,1791,304,355,2450
201810,ABT,NB,2018/10/8,1,7 AM,07,1593,321,315,2229
201810,LRT,SB,2018/10/26,5,7 AM,07,2347,422,320,3089
201810,LRT,NB,2018/10/15,1,5 PM,17,2064,591,310,2965
201810,WHC,SB,2018/10/11,4,8 AM,08,2883,655,485,4023
201810,WHC,NB,2018/10/26,5,6 PM,18,3129,633,253,4015
201810,EHC,SB,2018/10/25,4,7 AM,07,2663,326,147,3136
201810,EHC,NB,2018/10/25,4,5 PM,17,2279,608,218,3105
201811,CHT,NB,2018/11/8,4,1 PM,13,1440,1142,406,2988
201811,TSCA,SB,2018/11/21,3,8 AM,08,3182,570,450,4202
201811,LTL,WB,2018/11/19,1,7 AM,07,3083,516,433,4032
201811,LTL,EB,2018/11/16,5,6 PM,18,3133,544,453,4130
201811,TLT,SB,2018/11/20,2,8 AM,08,2267,801,1043,4111
201811,TLT,NB,2018/11/23,5,6 PM,18,1865,545,597,3007
201811,KTT,WB,2018/11/17,6,9 AM,09,,,,2480
201811,KTT,EB,2018/11/22,4,9 AM,09,,,,1814
201811,TCT,SB,2018/11/16,5,7 AM,07,2470,324,278,3072
201811,TCT,NB,2018/11/13,2,6 PM,18,2231,328,242,2801
201811,TKOT,WB,2018/11/27,2,7 AM,07,2525,549,178,3252
201811,TKOT,EB,2018/11/8,4,6 PM,18,2806,424,213,3443
201811,SMT,WB,2018/11/30,5,8 AM,08,1589,429,260,2278
201811,SMT,EB,2018/11/19,1,8 AM,08,1491,490,261,2242
201811,ABT,SB,2018/11/21,3,7 AM,07,1721,427,341,2489
201811,ABT,NB,2018/11/14,3,7 AM,07,1356,517,329,2202
201811,LRT,SB,2018/11/29,4,7 AM,07,2332,466,329,3127
201811,LRT,NB,2018/11/26,1,5 PM,17,2133,544,296,2973
201811,WHC,SB,2018/11/20,2,8 AM,08,2894,662,492,4048
201811,WHC,NB,2018/11/23,5,6 PM,18,3192,696,247,4135
201811,EHC,SB,2018/11/5,1,7 AM,07,2632,330,166,3128
201811,EHC,NB,2018/11/6,2,6 PM,18,2489,456,169,3114
201811,CHT,SB,2018/11/8,4,1 PM,13,1557,1029,316,2902
201811,TSCA,NB,2018/11/21,3,6 PM,18,2742,486,287,3515
201812,ABT,NB,2018/12/5,3,7 AM,07,1450,421,320,2191
201812,ABT,SB,2018/12/6,4,7 AM,07,1828,250,333,2411
201812,SMT,EB,2018/12/17,1,8 AM,08,1574,408,291,2273
201812,SMT,WB,2018/12/6,4,8 AM,08,1614,438,339,2391
201812,TKOT,EB,2018/12/17,1,6 PM,18,2711,488,216,3415
201812,TKOT,WB,2018/12/14,5,7 AM,07,2600,459,205,3264
201812,TCT,NB,2018/12/22,6,5 PM,17,2342,337,193,2872
201812,TCT,SB,2018/12/14,5,7 AM,07,2475,310,284,3069
201812,KTT,EB,2018/12/15,6,4 PM,16,,,,1810
201812,KTT,WB,2018/12/2,7,9 AM,09,,,,2382
201812,TLT,NB,2018/12/24,1,5 PM,17,2157,669,733,3559
201812,TLT,SB,2018/12/7,5,8 AM,08,2214,741,947,3902
201812,LTL,EB,2018/12/14,5,6 PM,18,3244,573,411,4228
201812,LTL,WB,2018/12/1,6,7 AM,07,3156,552,440,4148
201812,TSCA,NB,2018/12/19,3,6 PM,18,2651,493,286,3430
201812,TSCA,SB,2018/12/13,4,8 AM,08,3102,605,448,4155
201812,CHT,NB,2018/12/3,1,11 AM,11,1436,1235,439,3110
201812,CHT,SB,2018/12/3,1,11 AM,11,1563,1044,345,2952
201812,EHC,NB,2018/12/20,4,5 PM,17,2269,608,221,3098
201812,EHC,SB,2018/12/20,4,9 AM,09,2122,756,274,3152
201812,WHC,NB,2018/12/21,5,6 PM,18,3205,681,280,4166
201812,WHC,SB,2018/12/14,5,8 AM,08,2912,634,494,4040
201812,LRT,NB,2018/12/5,3,6 PM,18,2249,429,243,2921
201812,LRT,SB,2018/12/13,4,7 AM,07,2414,356,357,3127
201901,KTT,EB,2019/1/24,4,9 AM,09,,,,1821
201901,KTT,WB,2019/1/26,6,9 AM,09,,,,2478
201901,TLT,NB,2019/1/26,6,6 PM,18,2083,514,534,3131
201901,TLT,SB,2019/1/16,3,8 AM,08,2227,733,1043,4003
201901,LTL,EB,2019/1/25,5,6 PM,18,2959,487,493,3939
201901,LTL,WB,2019/1/7,1,7 AM,07,3019,452,428,3899
201901,TSCA,NB,2019/1/28,1,6 PM,18,2694,455,328,3477
201901,TSCA,SB,2019/1/10,4,8 AM,08,3244,575,423,4242
201901,CHT,NB,2019/1/9,3,11 PM,23,2472,246,215,2933
201901,CHT,SB,2019/1/12,6,8 AM,08,1677,780,424,2881
201901,EHC,NB,2019/1/30,3,5 PM,17,2342,593,205,3140
201901,EHC,SB,2019/1/23,3,10 AM,10,2093,785,297,3175
201901,WHC,NB,2019/1/25,5,6 PM,18,3089,665,280,4034
201901,WHC,SB,2019/1/7,1,9 AM,09,2741,938,407,4086
201901,LRT,NB,2019/1/17,4,6 PM,18,2240,487,240,2967
201901,LRT,SB,2019/1/30,3,7 AM,07,2472,364,322,3158
201901,ABT,NB,2019/1/7,1,7 AM,07,1528,361,326,2215
201901,ABT,SB,2019/1/31,4,7 AM,07,1589,382,339,2310
201901,SMT,EB,2019/1/18,5,8 AM,08,1492,480,260,2232
201901,SMT,WB,2019/1/26,6,6 PM,18,1699,400,185,2284
201901,TKOT,EB,2019/1/28,1,6 PM,18,2827,447,192,3466
201901,TKOT,WB,2019/1/30,3,7 AM,07,2666,436,202,3304
201901,TCT,NB,2019/1/11,5,6 PM,18,2263,366,245,2874
201901,TCT,SB,2019/1/25,5,7 AM,07,2473,309,289,3071
201902,ABT,NB,2019/2/26,2,7 AM,07,1509,355,322,2186
201902,ABT,SB,2019/2/22,5,7 AM,07,1860,277,350,2487
201902,SMT,EB,2019/2/25,1,8 AM,08,1521,393,276,2190
201902,SMT,WB,2019/2/28,4,8 AM,08,1470,486,284,2240
201902,TKOT,EB,2019/2/25,1,6 PM,18,2816,516,183,3515
201902,TKOT,WB,2019/2/28,4,7 AM,07,2706,408,191,3305
201902,TCT,NB,2019/2/28,4,6 PM,18,2235,358,266,2859
201902,TCT,SB,2019/2/22,5,7 AM,07,2509,292,274,3075
201902,KTT,EB,2019/2/11,1,9 AM,09,,,,1786
201902,KTT,WB,2019/2/16,6,9 AM,09,,,,2416
201902,TLT,NB,2019/2/1,5,6 PM,18,1941,527,430,2898
201902,TLT,SB,2019/2/21,4,8 AM,08,2202,719,892,3813
201902,LTL,EB,2019/2/28,4,6 PM,18,2995,534,404,3933
201902,LTL,WB,2019/2/26,2,8 AM,08,2888,613,472,3973
201902,TSCA,NB,2019/2/25,1,6 PM,18,2657,441,229,3327
201902,TSCA,SB,2019/2/27,3,8 AM,08,3187,575,435,4197
201902,CHT,NB,2019/2/21,4,10 AM,10,1707,925,533,3165
201902,CHT,SB,2019/2/21,4,10 AM,10,1427,1378,372,3177
201902,EHC,NB,2019/2/20,3,5 PM,17,2427,508,173,3108
201902,EHC,SB,2019/2/26,2,9 AM,09,2139,729,284,3152
201902,WHC,NB,2019/2/22,5,6 PM,18,3251,539,227,4017
201902,WHC,SB,2019/2/26,2,8 AM,08,2902,626,534,4062
201902,LRT,NB,2019/2/27,3,5 PM,17,2096,611,284,2991
201902,LRT,SB,2019/2/27,3,7 AM,07,2389,380,348,3117
201903,CHT,NB,2019/3/28,4,1 PM,13,1597,1068,410,3075
201903,CHT,SB,2019/3/31,7,10 AM,10,2127,559,179,2865
201903,EHC,NB,2019/3/1,5,5 PM,17,2353,580,181,3114
201903,EHC,SB,2019/3/1,5,10 AM,10,2112,744,263,3119
201903,WHC,NB,2019/3/19,2,6 PM,18,3360,580,273,4213
201903,WHC,SB,2019/3/29,5,8 AM,08,3110,620,500,4230
201903,LRT,NB,2019/3/26,2,5 PM,17,2190,469,336,2995
201903,LRT,SB,2019/3/13,3,7 AM,07,2410,366,363,3139
201903,ABT,NB,2019/3/12,2,7 AM,07,1509,384,314,2207
201903,ABT,SB,2019/3/28,4,7 AM,07,1529,625,335,2489
201903,SMT,EB,2019/3/28,4,8 AM,08,1436,526,239,2201
201903,SMT,WB,2019/3/1,5,8 AM,08,1563,423,283,2269
201903,TKOT,EB,2019/3/4,1,6 PM,18,2780,492,197,3469
201903,TKOT,WB,2019/3/28,4,7 AM,07,2556,553,188,3297
201903,TCT,NB,2019/3/5,2,6 PM,18,2256,326,243,2825
201903,TCT,SB,2019/3/8,5,7 AM,07,2492,294,281,3067
201903,KTT,EB,2019/3/4,1,9 AM,09,,,,1816
201903,KTT,WB,2019/3/9,6,9 AM,09,,,,2414
201903,TLT,NB,2019/3/12,2,6 PM,18,1888,535,540,2963
201903,TLT,SB,2019/3/21,4,8 AM,08,2146,690,995,3831
201903,LTL,EB,2019/3/29,5,6 PM,18,3174,565,436,4175
201903,LTL,WB,2019/3/18,1,7 AM,07,3094,475,423,3992
201903,TSCA,NB,2019/3/6,3,6 PM,18,2737,408,263,3408
201903,TSCA,SB,2019/3/8,5,8 AM,08,3270,565,438,4273
201904,CHT,SB,2019/4/25,4,2 PM,14,1691,898,342,2931
201904,EHC,NB,2019/4/9,2,6 PM,18,2457,416,204,3077
201904,EHC,SB,2019/4/3,3,9 AM,09,2185,670,283,3138
201904,WHC,NB,2019/4/30,2,6 PM,18,3312,656,275,4243
201904,WHC,SB,2019/4/1,1,8 AM,08,3064,599,501,4164
201904,LRT,NB,2019/4/2,2,5 PM,17,2037,653,308,2998
201904,LRT,SB,2019/4/1,1,7 AM,07,2147,680,305,3132
201904,ABT,NB,2019/4/11,4,7 AM,07,1352,485,313,2150
201904,ABT,SB,2019/4/10,3,7 AM,07,1446,631,321,2398
201904,SMT,EB,2019/4/3,3,8 AM,08,1475,482,271,2228
201904,SMT,WB,2019/4/11,4,9 AM,09,1281,622,375,2278
201904,TKOT,EB,2019/4/3,3,6 PM,18,2856,456,204,3516
201904,TKOT,WB,2019/4/3,3,7 AM,07,2583,485,208,3276
201904,TCT,NB,2019/4/4,4,6 PM,18,2267,350,261,2878
201904,TCT,SB,2019/4/2,2,7 AM,07,2449,304,285,3038
201904,KTT,EB,2019/4/29,1,9 AM,09,,,,1824
201904,KTT,WB,2019/4/27,6,9 AM,09,,,,2423
201904,CHT,NB,2019/4/8,1,4 PM,16,1578,1308,294,3180
201904,TLT,NB,2019/4/30,2,7 PM,19,1962,517,589,3068
201904,TLT,SB,2019/4/30,2,8 AM,08,2439,769,1065,4273
201904,LTL,EB,2019/4/12,5,6 PM,18,3259,701,433,4393
201904,LTL,WB,2019/4/18,4,8 AM,08,2957,685,473,4115
201904,TSCA,NB,2019/4/3,3,6 PM,18,2830,419,285,3534
201904,TSCA,SB,2019/4/11,4,8 AM,08,3241,615,438,4294
201905,SMT,WB,2019/5/10,5,8 AM,08,1409,477,275,2161
201905,TKOT,EB,2019/5/16,4,6 PM,18,2744,502,195,3441
201905,TKOT,WB,2019/5/17,5,7 AM,07,2571,482,191,3244
201905,TCT,NB,2019/5/23,4,6 PM,18,2223,323,261,2807
201905,TCT,SB,2019/5/8,3,7 AM,07,2465,302,263,3030
201905,KTT,EB,2019/5/10,5,4 PM,16,,,,1810
201905,KTT,WB,2019/5/25,6,9 AM,09,,,,2417
201905,TLT,NB,2019/5/24,5,6 PM,18,1958,561,618,3137
201905,TLT,SB,2019/5/3,5,8 AM,08,2276,742,921,3939
201905,LTL,EB,2019/5/16,4,5 PM,17,2831,737,456,4024
201905,LTL,WB,2019/5/27,1,7 AM,07,3013,526,379,3918
201905,TSCA,NB,2019/5/8,3,6 PM,18,2829,444,260,3533
201905,TSCA,SB,2019/5/2,4,8 AM,08,3212,572,422,4206
201905,CHT,NB,2019/5/16,4,10 PM,22,2442,300,181,2923
201905,CHT,SB,2019/5/3,5,11 PM,23,2435,200,204,2839
201905,EHC,NB,2019/5/16,4,5 PM,17,2288,562,201,3051
201905,EHC,SB,2019/5/24,5,10 AM,10,2108,767,246,3121
201905,WHC,NB,2019/5/10,5,6 PM,18,3453,646,272,4371
201905,WHC,SB,2019/5/16,4,8 AM,08,2983,671,529,4183
201905,LRT,NB,2019/5/14,2,6 PM,18,2359,396,222,2977
201905,LRT,SB,2019/5/29,3,7 AM,07,2497,341,308,3146
201905,ABT,NB,2019/5/20,1,7 AM,07,1489,363,315,2167
201905,ABT,SB,2019/5/15,3,7 AM,07,1377,686,341,2404
201905,SMT,EB,2019/5/23,4,8 AM,08,1467,447,277,2191
201906,TSCA,SB,2019/6/6,4,8 AM,08,3110,551,430,4091
201906,CHT,NB,2019/6/5,3,1 PM,13,1745,1097,350,3192
201906,CHT,SB,2019/6/5,3,1 PM,13,1532,1092,318,2942
201906,EHC,NB,2019/6/5,3,6 PM,18,2505,379,181,3065
201906,EHC,SB,2019/6/5,3,6 PM,18,2719,263,142,3124
201906,WHC,NB,2019/6/14,5,6 PM,18,3286,614,283,4183
201906,WHC,SB,2019/6/24,1,8 AM,08,2934,630,533,4097
201906,LRT,NB,2019/6/10,1,7 PM,19,2404,333,217,2954
201906,LRT,SB,2019/6/6,4,7 AM,07,2420,328,335,3083
201906,ABT,NB,2019/6/13,4,7 AM,07,1533,304,297,2134
201906,ABT,SB,2019/6/10,1,7 AM,07,1769,302,332,2403
201906,SMT,EB,2019/6/24,1,8 AM,08,1485,443,282,2210
201906,SMT,WB,2019/6/17,1,8 AM,08,1529,387,285,2201
201906,TKOT,EB,2019/6/5,3,6 PM,18,2773,440,187,3400
201906,TKOT,WB,2019/6/6,4,7 AM,07,2575,440,184,3199
201906,TCT,NB,2019/6/6,4,6 PM,18,2171,379,248,2798
201906,TCT,SB,2019/6/5,3,7 AM,07,2486,289,270,3045
201906,KTT,EB,2019/6/20,4,4 PM,16,,,,1818
201906,KTT,WB,2019/6/1,6,9 AM,09,,,,2472
201906,TLT,NB,2019/6/25,2,6 PM,18,1683,507,597,2787
201906,TLT,SB,2019/6/20,4,8 AM,08,2349,771,974,4094
201906,LTL,EB,2019/6/21,5,6 PM,18,3142,635,453,4230
201906,LTL,WB,2019/6/10,1,7 AM,07,3016,395,391,3802
201906,TSCA,NB,2019/6/5,3,6 PM,18,2792,471,319,3582
201907,CHT,NB,2019/7/4,4,1 PM,13,1639,1062,379,3080
201907,TSCA,SB,2019/7/8,1,8 AM,08,2944,573,405,3922
201907,EHC,NB,2019/7/12,5,5 PM,17,2249,555,219,3023
201907,EHC,SB,2019/7/25,4,8 AM,08,2362,427,292,3081
201907,WHC,NB,2019/7/12,5,6 PM,18,3140,563,282,3985
201907,WHC,SB,2019/7/25,4,9 AM,09,2812,914,410,4136
201907,LRT,NB,2019/7/18,4,6 PM,18,2328,339,268,2935
201907,LRT,SB,2019/7/5,5,6 PM,18,2481,415,203,3099
201907,ABT,NB,2019/7/6,6,10 AM,10,1236,460,273,1969
201907,ABT,SB,2019/7/8,1,9 AM,09,1333,454,386,2173
201907,SMT,EB,2019/7/17,3,8 AM,08,1470,457,268,2195
201907,SMT,WB,2019/7/5,5,8 AM,08,1265,620,271,2156
201907,TKOT,EB,2019/7/30,2,6 PM,18,2848,400,178,3426
201907,TKOT,WB,2019/7/17,3,8 AM,08,2491,416,253,3160
201907,TCT,NB,2019/7/16,2,6 PM,18,2213,329,255,2797
201907,TCT,SB,2019/7/4,4,7 AM,07,2319,312,322,2953
201907,KTT,EB,2019/7/8,1,9 AM,09,,,,1809
201907,KTT,WB,2019/7/27,6,9 AM,09,,,,2389
201907,TLT,NB,2019/7/22,1,6 PM,18,2617,552,508,3677
201907,TLT,SB,2019/7/4,4,8 AM,08,2218,697,970,3885
201907,LTL,EB,2019/7/12,5,6 PM,18,3059,486,433,3978
201907,LTL,WB,2019/7/23,2,7 AM,07,2932,452,462,3846
201907,TSCA,NB,2019/7/22,1,6 PM,18,2911,553,274,3738
201907,CHT,SB,2019/7/20,6,10 PM,22,2405,229,189,2823
201908,TKOT,EB,2019/8/29,4,6 PM,18,2784,469,189,3442
201908,TKOT,WB,2019/8/20,2,8 AM,08,2411,537,269,3217
201908,TCT,NB,2019/8/23,5,6 PM,18,2168,350,264,2782
201908,TCT,SB,2019/8/20,2,9 AM,09,1813,525,445,2783
201908,KTT,EB,2019/8/29,4,9 AM,09,,,,1809
201908,KTT,WB,2019/8/31,6,9 AM,09,,,,2414
201908,TLT,NB,2019/8/5,1,6 PM,18,2730,657,738,4125
201908,TLT,SB,2019/8/23,5,8 AM,08,2301,792,959,4052
201908,LTL,EB,2019/8/12,1,6 PM,18,3021,524,377,3922
201908,LTL,WB,2019/8/12,1,7 AM,07,2917,447,442,3806
201908,TSCA,NB,2019/8/29,4,6 PM,18,2874,469,329,3672
201908,TSCA,SB,2019/8/23,5,8 AM,08,3057,488,448,3993
201908,CHT,NB,2019/8/19,1,11 AM,11,1458,1016,503,2977
201908,CHT,SB,2019/8/19,1,11 AM,11,1395,1125,318,2838
201908,EHC,NB,2019/8/29,4,6 PM,18,2521,374,174,3069
201908,EHC,SB,2019/8/28,3,9 AM,09,2187,641,279,3107
201908,WHC,NB,2019/8/23,5,6 PM,18,3296,580,239,4115
201908,WHC,SB,2019/8/26,1,9 AM,09,2875,837,412,4124
201908,LRT,NB,2019/8/9,5,6 PM,18,2314,403,225,2942
201908,LRT,SB,2019/8/8,4,8 AM,08,2225,429,351,3005
201908,ABT,NB,2019/8/23,5,7 AM,07,1349,343,309,2001
201908,ABT,SB,2019/8/26,1,9 AM,09,1384,392,380,2156
201908,SMT,EB,2019/8/21,3,8 AM,08,1443,441,260,2144
201908,SMT,WB,2019/8/23,5,8 AM,08,1481,375,277,2133
201909,CHT,NB,2019/9/10,2,10 PM,22,2502,284,167,2953
201909,TSCA,SB,2019/9/26,4,7 AM,07,3180,599,459,4238
201909,EHC,NB,2019/9/27,5,5 PM,17,2336,565,193,3094
201909,EHC,SB,2019/9/12,4,7 AM,07,2707,306,144,3157
201909,WHC,NB,2019/9/13,5,5 PM,17,3575,560,252,4387
201909,WHC,SB,2019/9/9,1,8 AM,08,3116,671,486,4273
201909,LRT,NB,2019/9/24,2,6 PM,18,2293,431,238,2962
201909,LRT,SB,2019/9/20,5,6 PM,18,2565,290,215,3070
201909,ABT,NB,2019/9/19,4,7 AM,07,1535,376,308,2219
201909,ABT,SB,2019/9/6,5,7 AM,07,1781,398,302,2481
201909,SMT,EB,2019/9/13,5,4 PM,16,1649,412,157,2218
201909,SMT,WB,2019/9/26,4,6 PM,18,1704,347,211,2262
201909,TKOT,EB,2019/9/24,2,6 PM,18,2793,472,177,3442
201909,TKOT,WB,2019/9/26,4,7 AM,07,2584,476,207,3267
201909,TCT,NB,2019/9/13,5,4 PM,16,2216,390,211,2817
201909,TCT,SB,2019/9/27,5,7 AM,07,2484,287,254,3025
201909,KTT,EB,2019/9/30,1,9 AM,09,,,,1819
201909,KTT,WB,2019/9/7,6,9 AM,09,,,,2372
201909,TLT,NB,2019/9/13,5,5 PM,17,3028,612,477,4117
201909,TLT,SB,2019/9/18,3,8 AM,08,2416,739,1026,4181
201909,LTL,EB,2019/9/2,1,12 AM,00,3410,316,157,3883
201909,LTL,WB,2019/9/16,1,8 AM,08,2915,537,445,3897
201909,TSCA,NB,2019/9/23,1,9 AM,09,2809,481,269,3559
201909,CHT,SB,2019/9/7,6,8 AM,08,1706,733,382,2821
201910,TLT,NB,2019/10/4,5,6 PM,18,2526,524,391,3441
201910,TLT,SB,2019/10/9,3,8 AM,08,2321,731,1044,4096
201910,KTT,EB,2019/10/24,4,9 AM,09,,,,1820
201910,TCT,SB,2019/10/18,5,7 AM,07,2438,296,261,2995
201910,TCT,NB,2019/10/18,5,6 PM,18,2215,355,230,2800
201910,TKOT,WB,2019/10/31,4,7 AM,07,2697,429,193,3319
